cip_code,cip_title,stem
23.1404,English Literature (British and Commonwealth).,0
23.1405,Children's and Adolescent Literature.,0
23.1499,"Literature, Other.",0
23.9999,"English Language and Literature/Letters, Other.",0
24.0101,Liberal Arts and Sciences/Liberal Studies.,0
24.0102,General Studies.,0
24.0103,Humanities/Humanistic Studies.,0
24.0199,"Liberal Arts and Sciences, General Studies and Humanities, Other.",0
25.0101,Library and Information Science.,0
25.0102,Children and Youth Library Services.,0
25.0103,Archives/Archival Administration.,0
25.0199,"Library Science and Administration, Other.",0
25.0301,Library and Archives Assisting.,0
25.9999,"Library Science, Other.",0
26.0101,"Biology/Biological Sciences, General.",1
26.0102,"Biomedical Sciences, General.",1
26.0202,Biochemistry.,1
26.0203,Biophysics.,1
26.0204,Molecular Biology.,1
26.0205,Molecular Biochemistry.,1
26.0206,Molecular Biophysics.,1
26.0207,Structural Biology.,1
26.0208,Photobiology.,1
26.0209,Radiation Biology/Radiobiology.,1
26.0210,Biochemistry and Molecular Biology.,1
26.0299,"Biochemistry, Biophysics and Molecular Biology, Other.",1
26.0301,Botany/Plant Biology.,1
26.0305,Plant Pathology/Phytopathology.,1
26.0307,Plant Physiology.,1
26.0308,Plant Molecular Biology.,1
26.0399,"Botany/Plant Biology, Other.",1
26.0401,Cell/Cellular Biology and Histology.,1
26.0403,Anatomy.,1
26.0404,Developmental Biology and Embryology.,1
26.0405,Neuroanatomy.,1
26.0406,Cell/Cellular and Molecular Biology.,1
26.0407,Cell Biology and Anatomy.,1
26.0499,"Cell/Cellular Biology and Anatomical Sciences, Other.",1
26.0502,"Microbiology, General.",1
26.0503,Medical Microbiology and Bacteriology.,1
26.0504,Virology.,1
26.0505,Parasitology.,1
26.0506,Mycology.,1
26.0507,Immunology.,1
26.0508,Microbiology and Immunology.,1
26.0599,"Microbiological Sciences and Immunology, Other.",1
26.0701,Zoology/Animal Biology.,1
26.0702,Entomology.,1
26.0707,Animal Physiology.,1
26.0708,Animal Behavior and Ethology.,1
26.0709,Wildlife Biology.,1
26.0799,"Zoology/Animal Biology, Other.",1
26.0801,"Genetics, General.",1
26.0802,Molecular Genetics.,1
26.0803,Microbial and Eukaryotic Genetics.,1
26.0804,Animal Genetics.,1
26.0805,Plant Genetics.,1
26.0806,Human/Medical Genetics.,1
26.0807,Genome Sciences/Genomics.,1
26.0899,"Genetics, Other.",1
26.0901,"Physiology, General.",1
26.0902,Molecular Physiology.,1
26.0903,Cell Physiology.,1
26.0904,Endocrinology.,1
26.0905,Reproductive Biology.,1
26.0906,Neurobiology and Neurophysiology.,1
26.0907,Cardiovascular Science.,1
26.0908,Exercise Physiology.,1
26.0909,Vision Science/Physiological Optics.,1
26.0910,Pathology/Experimental Pathology.,1
26.0911,Oncology and Cancer Biology.,1
26.0912,Aerospace Physiology and Medicine.,1
26.0999,"Physiology, Pathology, and Related Sciences, Other.",1
26.1001,Pharmacology.,1
26.1002,Molecular Pharmacology.,1
26.1003,Neuropharmacology.,1
26.1004,Toxicology.,1
26.1005,Molecular Toxicology.,1
26.1006,Environmental Toxicology.,1
26.1007,Pharmacology and Toxicology.,1
26.1099,"Pharmacology and Toxicology, Other.",1
26.1101,Biometry/Biometrics.,1
26.1102,Biostatistics.,1
26.1103,Bioinformatics.,1
26.1104,Computational Biology.,1
26.1199,"Biomathematics, Bioinformatics, and Computational Biology, Other.",1
26.1201,Biotechnology.,1
26.1301,Ecology.,1
26.1302,Marine Biology and Biological Oceanography.,1
26.1303,Evolutionary Biology.,1
26.1304,Aquatic Biology/Limnology.,1
26.1305,Environmental Biology.,1
26.1306,Population Biology.,1
26.1307,Conservation Biology.,1
26.1308,Systematic Biology/Biological Systematics.,1
26.1309,Epidemiology.,1
26.1310,Ecology and Evolutionary Biology.,1
26.1399,"Ecology, Evolution, Systematics and Population Biology, Other.",1
26.1401,Molecular Medicine.,1
26.1501,Neuroscience.,1
26.1502,Neuroanatomy.,1
26.1503,Neurobiology and Anatomy.,1
26.1504,Neurobiology and Behavior.,1
26.1599,"Neurobiology and Neurosciences, Other.",1
26.9999,"Biological and Biomedical Sciences, Other.",1
27.0101,"Mathematics, General.",1
27.0102,Algebra and Number Theory.,1
27.0103,Analysis and Functional Analysis.,1
27.0104,Geometry/Geometric Analysis.,1
27.0105,Topology and Foundations.,1
27.0199,"Mathematics, Other.",1
27.0301,"Applied Mathematics, General.",1
27.0303,Computational Mathematics.,1
27.0304,Computational and Applied Mathematics.,1
27.0305,Financial Mathematics.,1
27.0306,Mathematical Biology.,1
27.0399,"Applied Mathematics, Other.",1
27.0501,"Statistics, General.",1
27.0502,Mathematical Statistics and Probability.,1
27.0503,Mathematics and Statistics.,1
27.0599,"Statistics, Other.",1
27.9999,"Mathematics and Statistics, Other.",1
28.0101,Air Force JROTC/ROTC.,0
28.0199,"Air Force ROTC, Air Science and Operations, Other.",0
28.0301,Army JROTC/ROTC.,0
28.0399,"Army ROTC, Military Science and Operations, Other.",0
28.0401,Navy/Marine Corps JROTC/ROTC.,0
28.0499,"Navy/Marine Corps ROTC, Naval Science and Operations, Other.",0
28.0501,Air Science/Airpower Studies.,1
28.0502,Air and Space Operational Art and Science.,1
28.0503,Military Operational Art and Science/Studies.,0
28.0504,Advanced Military and Operational Studies.,0
28.0505,Naval Science and Operational Studies.,1
28.0506,"Special, Irregular and Counterterrorist Operations.",0
28.0599,"Military Science and Operational Studies, Other.",0
28.0601,"Strategic Studies, General.",0
28.0602,Military and Strategic Leadership.,0
28.0603,Military and International Operational Law.,0
28.0604,Joint Operations Planning and Strategy.,0
28.0605,Weapons of Mass Destruction.,0
28.0699,"National Security Policy and Strategy, Other.",0
28.0701,National Resource Strategy and Policy.,0
28.0702,Industry Studies.,0
28.0703,Military Installation Management.,0
28.0799,"Military Economics and Management, Other.",0
28.9999,"Military Science, Leadership and Operational Art, Other.",0
29.0101,Military Technologies.,0
29.0201,"Intelligence, General.",1
29.0202,Strategic Intelligence.,1
29.0203,Signal/Geospatial Intelligence.,1
29.0204,"Command & Control (C3, C4I) Systems and Operations.",1
29.0205,Information Operations/Joint Information Operations.,1
29.0206,Information/Psychological Warfare and Military Media Relations.,1
29.0207,Cyber/Electronic Operations and Warfare.,1
29.0299,"Intelligence, Command Control and Information Operations, Other.",1
29.0301,Combat Systems Engineering.,1
29.0302,Directed Energy Systems.,1
29.0303,Engineering Acoustics.,1
29.0304,Low-Observables and Stealth Technology.,1
29.0305,Space Systems Operations.,1
29.0306,Operational Oceanography.,1
29.0307,Undersea Warfare.,1
29.0399,"Military Applied Sciences, Other.",1
29.0401,Aerospace Ground Equipment Technology.,1
29.0402,Air and Space Operations Technology.,1
29.0403,Aircraft Armament Systems Technology.,1
29.0404,Explosive Ordinance/Bomb Disposal.,1
29.0405,"Joint Command/Task Force (C3, C4I) Systems.",1
29.0406,Military Information Systems Technology.,1
29.0407,Missile and Space Systems Technology.,1
29.0408,Munitions Systems/Ordinance Technology.,1
29.0409,Radar Communications and Systems Technology.,1
29.0499,"Military Systems and Maintenance Technology, Other.",1
29.9999,"Military Technologies and Applied Sciences, Other.",1
30.0000,"Multi-/Interdisciplinary Studies, General.",0
30.0101,Biological and Physical Sciences.,1
30.0501,Peace Studies and Conflict Resolution.,0
30.0601,Systems Science and Theory.,1
30.0801,Mathematics and Computer Science.,1
30.1001,Biopsychology.,1
30.1101,Gerontology.,0
30.1201,Historic Preservation and Conservation.,0
30.1202,Cultural Resource Management and Policy Analysis.,0
30.1299,"Historic Preservation and Conservation, Other.",0
30.1301,Medieval and Renaissance Studies.,0
30.1401,Museology/Museum Studies.,0
30.1501,"Science, Technology and Society.",0
30.1601,Accounting and Computer Science.,0
30.1701,Behavioral Sciences.,1
30.1801,Natural Sciences.,1
30.1901,Nutrition Sciences.,1
30.2001,International/Global Studies.,0
30.2101,Holocaust and Related Studies.,0
30.2201,Ancient Studies/Civilization.,0
30.2202,"Classical, Ancient Mediterranean and Near Eastern Studies and Archaeology.",0
30.2301,Intercultural/Multicultural and Diversity Studies.,0
30.2401,Neuroscience.,0
30.2501,Cognitive Science.,1
30.2601,Cultural Studies/Critical Theory and Analysis.,0
30.2701,Human Biology.,1
30.2801,Dispute Resolution.,0
30.2901,Maritime Studies.,0
30.3001,Computational Science.,1
30.3101,Human Computer Interaction.,1
30.3201,Marine Sciences.,1
30.3301,Sustainability Studies.,1
30.9999,"Multi-/Interdisciplinary Studies, Other.",0
31.0101,"Parks, Recreation and Leisure Studies.",0
31.0301,"Parks, Recreation and Leisure Facilities Management, General.",0
31.0302,Golf Course Operation and Grounds Management.,0
31.0399,"Parks, Recreation and Leisure Facilities Management, Other.",0
31.0501,"Health and Physical Education/Fitness, General.",0
31.0504,Sport and Fitness Administration/Management.,0
31.0505,Kinesiology and Exercise Science.,0
31.0507,Physical Fitness Technician.,0
31.0508,Sports Studies.,0
31.0599,"Health and Physical Education/Fitness, Other.",0
31.0601,Outdoor Education.,0
31.9999,"Parks, Recreation, Leisure, and Fitness Studies, Other.",0
32.0101,"Basic Skills and Developmental/Remedial Education, General.",0
32.0104,Developmental/Remedial Mathematics.,0
32.0105,Job-Seeking/Changing Skills.,0
32.0107,Career Exploration/Awareness Skills.,0
32.0108,Developmental/Remedial English.,0
32.0109,Second Language Learning.,0
32.0110,Basic Computer Skills.,0
32.0111,Workforce Development and Training.,0
32.0199,"Basic Skills and Developmental/Remedial Education, Other.",0
33.0101,"Citizenship Activities, General.",0
33.0102,American Citizenship Education.,0
33.0103,Community Awareness.,0
33.0104,Community Involvement.,0
33.0105,Canadian Citizenship Education.,0
33.0199,"Citizenship Activities, Other.",0
34.0102,Birthing and Parenting Knowledge and Skills.,0
34.0103,Personal Health Improvement and Maintenance.,0
34.0104,Addiction Prevention and Treatment.,0
34.0199,"Health-Related Knowledge and Skills, Other.",0
35.0101,"Interpersonal and Social Skills, General.",0
35.0102,Interpersonal Relationships Skills.,0
35.0103,Business and Social Skills.,0
35.0199,"Interpersonal Social Skills, Other.",0
36.0101,"Leisure and Recreational Activities, General.",0
36.0102,Handicrafts and Model-Making.,0
36.0103,"Board, Card and Role-Playing Games.",0
36.0105,Home Maintenance and Improvement.,0
36.0106,Nature Appreciation.,0
36.0107,Pet Ownership and Care.,0
36.0108,Sports and Exercise.,0
36.0109,Travel and Exploration.,0
36.0110,Art.,0
36.0111,Collecting.,0
36.0112,Cooking and Other Domestic Skills.,0
36.0113,Computer Games and Programming Skills.,0
36.0114,Dancing.,0
36.0115,Music.,0
36.0116,Reading.,0
36.0117,Theatre/Theater.,0
36.0118,Writing.,0
36.0119,Aircraft Pilot (Private).,0
36.0199,"Leisure and Recreational Activities, Other.",0
37.0101,Self-Awareness and Personal Assessment.,0
37.0102,Stress Management and Coping Skills.,0
37.0103,Personal Decision-Making Skills.,0
37.0104,Self-Esteem and Values Clarification.,0
37.0199,"Personal Awareness and Self-Improvement, Other.",0
38.0001,"Philosophy and Religious Studies, General.",0
38.0101,Philosophy.,0
38.0102,Logic.,0
38.0103,Ethics.,0
38.0104,Applied and Professional Ethics.,0
38.0199,"Philosophy, Other.",0
38.0201,Religion/Religious Studies.,0
38.0202,Buddhist Studies.,0
38.0203,Christian Studies.,0
38.0204,Hindu Studies.,0
38.0205,Islamic Studies.,0
38.0206,Jewish/Judaic Studies.,0
38.0299,"Religion/Religious Studies, Other.",0
38.9999,"Philosophy and Religious Studies, Other.",0
39.0201,Bible/Biblical Studies.,0
39.0301,Missions/Missionary Studies and Missiology.,0
39.0401,Religious Education.,0
39.0501,Religious/Sacred Music.,0
39.0601,Theology/Theological Studies.,0
39.0602,Divinity/Ministry.,0
39.0604,Pre-Theology/Pre-Ministerial Studies.,0
39.0605,Rabbinical Studies.,0
39.0606,Talmudic Studies.,0
39.0699,"Theological and Ministerial Studies, Other.",0
39.0701,Pastoral Studies/Counseling.,0
39.0702,Youth Ministry.,0
39.0703,Urban Ministry.,0
39.0704,Women's Ministry.,0
39.0705,Lay Ministry.,0
39.0799,"Pastoral Counseling and Specialized Ministries, Other.",0
39.9999,"Theology and Religious Vocations, Other.",0
40.0101,Physical Sciences.,1
40.0201,Astronomy.,1
40.0202,Astrophysics.,1
40.0203,Planetary Astronomy and Science.,1
40.0299,"Astronomy and Astrophysics, Other.",1
40.0401,"Atmospheric Sciences and Meteorology, General.",1
40.0402,Atmospheric Chemistry and Climatology.,1
40.0403,Atmospheric Physics and Dynamics.,1
40.0404,Meteorology.,1
40.0499,"Atmospheric Sciences and Meteorology, Other.",1
40.0501,"Chemistry, General.",1
40.0502,Analytical Chemistry.,1
40.0503,Inorganic Chemistry.,1
40.0504,Organic Chemistry.,1
40.0506,Physical Chemistry.,1
40.0507,Polymer Chemistry.,1
40.0508,Chemical Physics.,1
40.0509,Environmental Chemistry.,1
40.0510,Forensic Chemistry.,1
40.0511,Theoretical Chemistry.,1
40.0599,"Chemistry, Other.",1
40.0601,"Geology/Earth Science, General.",1
40.0602,Geochemistry.,1
40.0603,Geophysics and Seismology.,1
40.0604,Paleontology.,1
40.0605,Hydrology and Water Resources Science.,1
40.0606,Geochemistry and Petrology.,1
40.0607,"Oceanography, Chemical and Physical.",1
40.0699,"Geological and Earth Sciences/Geosciences, Other.",1
40.0801,"Physics, General.",1
40.0802,Atomic/Molecular Physics.,1
40.0804,Elementary Particle Physics.,1
40.0805,Plasma and High-Temperature Physics.,1
40.0806,Nuclear Physics.,1
40.0807,Optics/Optical Sciences.,1
40.0808,Condensed Matter and Materials Physics.,1
40.0809,Acoustics.,1
40.0810,Theoretical and Mathematical Physics.,1
40.0899,"Physics, Other.",1
40.1001,Materials Science.,1
40.1002,Materials Chemistry.,1
40.1099,"Materials Sciences, Other.",1
40.9999,"Physical Sciences, Other.",1
41.0000,"Science Technologies/Technicians, General.",1
41.0101,Biology Technician/Biotechnology Laboratory Technician.,1
41.0204,Industrial Radiologic Technology/Technician.,1
41.0205,Nuclear/Nuclear Power Technology/Technician.,1
41.0299,"Nuclear and Industrial Radiologic Technologies/Technicians, Other.",1
41.0301,Chemical Technology/Technician.,1
41.0303,Chemical Process Technology.,1
41.0399,"Physical Science Technologies/Technicians, Other.",1
41.9999,"Science Technologies/Technicians, Other.",1
42.0101,"Psychology, General.",0
42.0201,Clinical Psychology.,0
42.0301,Cognitive Psychology and Psycholinguistics.,0
42.0401,Community Psychology.,0
42.0501,Comparative Psychology.,0
42.0601,Counseling Psychology.,0
42.0701,Developmental and Child Psychology.,0
42.0801,Experimental Psychology.,0
42.0901,Industrial and Organizational Psychology.,0
42.1001,Personality Psychology.,0
42.1101,Physiological Psychology/Psychobiology.,0
42.1601,Social Psychology.,0
42.1701,School Psychology.,0
42.1801,Educational Psychology.,0
42.1901,Psychometrics and Quantitative Psychology.,0
42.2001,Clinical Child Psychology.,0
42.2101,Environmental Psychology.,0
42.2201,Geropsychology.,0
42.2301,Health/Medical Psychology.,0
42.2401,Psychopharmacology.,0
42.2501,Family Psychology.,0
42.2601,Forensic Psychology.,0
42.2701,Cognitive Psychology and Psycholinguistics.,1
42.2702,Comparative Psychology.,1
42.2703,Developmental and Child Psychology.,1
42.2704,Experimental Psychology.,1
42.2705,Personality Psychology.,1
42.2706,Physiological Psychology/Psychobiology.,1
42.2707,Social Psychology.,1
42.2708,Psychometrics and Quantitative Psychology.,1
42.2709,Psychopharmacology.,1
42.2799,"Research and Experimental Psychology, Other.",1
42.2801,Clinical Psychology.,0
42.2802,Community Psychology.,0
42.2803,Counseling Psychology.,0
42.2804,Industrial and Organizational Psychology.,0
42.2805,School Psychology.,0
42.2806,Educational Psychology.,0
42.2807,Clinical Child Psychology.,0
42.2808,Environmental Psychology.,0
42.2809,Geropsychology.,0
42.2810,Health/Medical Psychology.,0
42.2811,Family Psychology.,0
42.2812,Forensic Psychology.,0
42.2813,Applied Psychology.,0
42.2814,Applied Behavior Analysis.,0
42.2899,"Clinical, Counseling and Applied Psychology, Other.",0
42.9999,"Psychology, Other.",0
43.0102,Corrections.,0
43.0103,Criminal Justice/Law Enforcement Administration.,0
43.0104,Criminal Justice/Safety Studies.,0
43.0106,Forensic Science and Technology.,1
43.0107,Criminal Justice/Police Science.,0
43.0109,Security and Loss Prevention Services.,0
43.0110,Juvenile Corrections.,0
43.0111,Criminalistics and Criminal Science.,0
43.0112,Securities Services Administration/Management.,0
43.0113,Corrections Administration.,0
43.0114,Law Enforcement Investigation and Interviewing.,0
43.0115,Law Enforcement Record-Keeping and Evidence Management.,0
43.0116,Cyber/Computer Forensics and Counterterrorism.,1
43.0117,Financial Forensics and Fraud Investigation.,0
43.0118,Law Enforcement Intelligence Analysis.,0
43.0119,Critical Incident Response/Special Police Operations.,0
43.0120,Protective Services Operations.,0
43.0121,Suspension and Debarment Investigation.,0
43.0122,Maritime Law Enforcement.,0
43.0123,Cultural/Archaelogical Resources Protection.,0
43.0199,"Corrections and Criminal Justice, Other.",0
43.0201,Fire Prevention and Safety Technology/Technician.,0
43.0202,Fire Services Administration.,0
43.0203,Fire Science/Fire-fighting.,0
43.0204,Fire Systems Technology.,0
43.0205,Fire/Arson Investigation and Prevention.,0
43.0206,Wildland/Forest Firefighting and Investigation.,0
43.0299,"Fire Protection, Other.",0
43.0301,Homeland Security.,0
43.0302,Crisis/Emergency/Disaster Management.,0
43.0303,Critical Infrastructure Protection.,0
43.0304,Terrorism and Counterterrorism Operations.,0
43.0399,"Homeland Security, Other.",0
43.9999,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",0
44.0000,"Human Services, General.",0
44.0201,Community Organization and Advocacy.,0
44.0401,Public Administration.,0
44.0501,"Public Policy Analysis, General.",0
44.0502,Education Policy Analysis.,0
44.0503,Health Policy Analysis.,0
44.0504,International Policy Analysis.,0
44.0599,"Public Policy Analysis, Other.",0
44.0701,Social Work.,0
44.0702,Youth Services/Administration.,0
44.0799,"Social Work, Other.",0
44.9999,"Public Administration and Social Service Professions, Other.",0
45.0101,"Social Sciences, General.",0
45.0102,Research Methodology and Quantitative Methods.,0
45.0201,Anthropology.,0
45.0202,Physical and Biological Anthropology.,0
45.0203,Medical Anthropology.,0
45.0204,Cultural Anthropology.,0
45.0299,"Anthropology, Other.",0
45.0301,Archeology.,1
45.0401,Criminology.,0
45.0501,Demography and Population Studies.,0
45.0601,"Economics, General.",0
45.0602,Applied Economics.,0
45.0603,Econometrics and Quantitative Economics.,1
45.0604,Development Economics and International Development.,0
45.0605,International Economics.,0
45.0699,"Economics, Other.",0
45.0701,Geography.,0
45.0702,Geographic Information Science and Cartography.,1
45.0799,"Geography, Other.",0
45.0901,International Relations and Affairs.,0
45.0902,National Security Policy Studies.,0
45.0999,"International Relations and National Security Studies, Other.",0
45.1001,"Political Science and Government, General.",0
45.1002,American Government and Politics (United States).,0
45.1003,Canadian Government and Politics.,0
45.1004,Political Economy.,0
45.1099,"Political Science and Government, Other.",0
45.1101,Sociology.,0
45.1201,Urban Studies/Affairs.,0
45.1301,Sociology and Anthropology.,0
45.1401,Rural Sociology.,0
45.9999,"Social Sciences, Other.",0
46.0000,"Construction Trades, General.",0
46.0101,Mason/Masonry.,0
46.0201,Carpentry/Carpenter.,0
46.0301,"Electrical and Power Transmission Installation/Installer, General.",0
46.0302,Electrician.,0
46.0303,Lineworker.,0
46.0399,"Electrical and Power Transmission Installers, Other.",0
46.0401,Building/Property Maintenance.,0
46.0402,Concrete Finishing/Concrete Finisher.,0
46.0403,Building/Home/Construction Inspection/Inspector.,0
46.0404,Drywall Installation/Drywaller.,0
46.0406,Glazier.,0
46.0408,Painting/Painter and Wall Coverer.,0
46.0410,Roofer.,0
46.0411,Metal Building Assembly/Assembler.,0
46.0412,Building/Construction Site Management/Manager.,0
46.0413,"Carpet, Floor, and Tile Worker.",0
46.0414,Insulator.,0
46.0415,Building Construction Technology.,0
46.0499,"Building/Construction Finishing, Management, and Inspection, Other.",0
46.0502,Pipefitting/Pipefitter and Sprinkler Fitter.,0
46.0503,Plumbing Technology/Plumber.,0
46.0504,Well Drilling/Driller.,0
46.0505,Blasting/Blaster.,0
46.0599,"Plumbing and Related Water Supply Services, Other.",0
46.9999,"Construction Trades, Other.",0
47.0000,"Mechanics and Repairers, General.",0
47.0101,"Electrical/Electronics Equipment Installation and Repair, General.",0
47.0102,Business Machine Repair.,0
47.0103,Communications Systems Installation and Repair Technology.,0
47.0104,Computer Installation and Repair Technology/Technician.,0
47.0105,Industrial Electronics Technology/Technician.,0
47.0106,Appliance Installation and Repair Technology/Technician.,0
47.0110,"Security System Installation, Repair, and Inspection Technology/Technician.",0
47.0199,"Electrical/Electronics Maintenance and Repair Technology, Other.",0
47.0201,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician.",0
47.0302,Heavy Equipment Maintenance Technology/Technician.,0
47.0303,Industrial Mechanics and Maintenance Technology.,0
47.0399,"Heavy/Industrial Equipment Maintenance Technologies, Other.",0
47.0402,Gunsmithing/Gunsmith.,0
47.0403,Locksmithing and Safe Repair.,0
47.0404,Musical Instrument Fabrication and Repair.,0
47.0408,Watchmaking and Jewelrymaking.,0
47.0409,Parts and Warehousing Operations and Maintenance Technology/Technician.,0
47.0499,"Precision Systems Maintenance and Repair Technologies, Other.",0
47.0600,"Vehicle Maintenance and Repair Technologies, General.",0
47.0603,Autobody/Collision and Repair Technology/Technician.,0
47.0604,Automobile/Automotive Mechanics Technology/Technician.,0
47.0605,Diesel Mechanics Technology/Technician.,0
47.0606,Small Engine Mechanics and Repair Technology/Technician.,0
47.0607,Airframe Mechanics and Aircraft Maintenance Technology/Technician.,0
47.0608,Aircraft Powerplant Technology/Technician.,0
47.0609,Avionics Maintenance Technology/Technician.,0
47.0610,Bicycle Mechanics and Repair Technology/Technician.,0
47.0611,Motorcycle Maintenance and Repair Technology/Technician.,0
47.0612,Vehicle Emissions Inspection and Maintenance Technology/Technician.,0
47.0613,Medium/Heavy Vehicle and Truck Technology/Technician.,0
47.0614,Alternative Fuel Vehicle Technology/Technician.,0
47.0615,Engine Machinist.,0
47.0616,Marine Maintenance/Fitter and Ship Repair Technology/Technician.,0
47.0617,High Performance and Custom Engine Technician/Mechanic.,0
47.0618,Recreation Vehicle (RV) Service Technician.,0
47.0699,"Vehicle Maintenance and Repair Technologies, Other.",0
47.9999,"Mechanic and Repair Technologies/Technicians, Other.",0
48.0000,"Precision Production Trades, General.",0
48.0303,Upholstery/Upholsterer.,0
48.0304,"Shoe, Boot and Leather Repair.",0
48.0399,"Leatherworking and Upholstery, Other.",0
48.0501,Machine Tool Technology/Machinist.,0
48.0503,Machine Shop Technology/Assistant.,0
48.0506,Sheet Metal Technology/Sheetworking.,0
48.0507,Tool and Die Technology/Technician.,0
48.0508,Welding Technology/Welder.,0
48.0509,Ironworking/Ironworker.,0
48.0510,Computer Numerically Controlled (CNC) Machinist Technology/CNC Machinist.,0
48.0511,Metal Fabricator.,0
48.0599,"Precision Metal Working, Other.",0
48.0701,"Woodworking, General.",0
48.0702,Furniture Design and Manufacturing.,0
48.0703,Cabinetmaking and Millwork.,0
48.0799,"Woodworking, Other.",0
48.0801,Boilermaking/Boilermaker.,0
48.9999,"Precision Production, Other.",0
49.0101,"Aeronautics/Aviation/Aerospace Science and Technology, General.",1
49.0102,Airline/Commercial/Professional Pilot and Flight Crew.,0
49.0104,Aviation/Airway Management and Operations.,0
49.0105,Air Traffic Controller.,0
49.0106,Airline Flight Attendant.,0
49.0108,Flight Instructor.,0
49.0199,"Air Transportation, Other.",0
49.0202,Construction/Heavy Equipment/Earthmoving Equipment Operation.,0
49.0205,Truck and Bus Driver/Commercial Vehicle Operator and Instructor.,0
49.0206,Mobil Crane Operation/Operator.,0
49.0207,Flagging and Traffic Control.,0
49.0208,Railroad and Railway Transportation.,0
49.0299,"Ground Transportation, Other.",0
49.0303,Commercial Fishing.,0
49.0304,"Diver, Professional and Instructor.",0
49.0309,Marine Science/Merchant Marine Officer.,0
49.0399,"Marine Transportation, Other.",0
49.9999,"Transportation and Materials Moving, Other.",0
50.0101,"Visual and Performing Arts, General.",0
50.0102,Digital Arts.,0
50.0201,"Crafts/Craft Design, Folk Art and Artisanry.",0
50.0301,"Dance, General.",0
50.0302,Ballet.,0
50.0399,"Dance, Other.",0
50.0401,"Design and Visual Communications, General.",0
50.0402,Commercial and Advertising Art.,0
50.0404,Industrial and Product Design.,0
50.0406,Commercial Photography.,0
50.0407,Fashion/Apparel Design.,0
50.0408,Interior Design.,0
50.0409,Graphic Design.,0
50.0410,Illustration.,0
50.0411,Game and Interactive Media Design.,0
50.0499,"Design and Applied Arts, Other.",0
50.0501,"Drama and Dramatics/Theatre Arts, General.",0
50.0502,Technical Theatre/Theatre Design and Technology.,0
50.0504,Playwriting and Screenwriting.,0
50.0505,"Theatre Literature, History and Criticism.",0
50.0506,Acting.,0
50.0507,Directing and Theatrical Production.,0
50.0508,Theatre/Theatre Arts Management.,0
50.0509,Musical Theatre.,0
50.0510,Costume Design.,0
50.0599,"Dramatic/Theatre Arts and Stagecraft, Other.",0
50.0601,Film/Cinema/Video Studies.,0
50.0602,Cinematography and Film/Video Production.,0
50.0605,Photography.,0
50.0607,Documentary Production.,0
50.0699,"Film/Video and Photographic Arts, Other.",0
50.0701,"Art/Art Studies, General.",0
50.0702,"Fine/Studio Arts, General.",0
50.0703,"Art History, Criticism and Conservation.",0
50.0704,Arts Management.,0
50.0705,Drawing.,0
50.0706,Intermedia/Multimedia.,0
50.0708,Painting.,0
50.0709,Sculpture.,0
50.0710,Printmaking.,0
50.0711,Ceramic Arts and Ceramics.,0
50.0712,"Fiber, Textile and Weaving Arts.",0
50.0713,Metal and Jewelry Arts.,0
50.0799,"Fine Arts and Art Studies, Other.",0
50.0901,"Music, General.",0
50.0902,"Music History, Literature, and Theory.",0
50.0903,"Music Performance, General.",0
50.0904,Music Theory and Composition.,0
50.0905,Musicology and Ethnomusicology.,0
50.0906,Conducting.,0
50.0907,Keyboard Instruments.,0
50.0908,Voice and Opera.,0
50.0909,Music Management and Merchandising.,0
50.0910,Jazz/Jazz Studies.,0
50.0911,Stringed Instruments.,0
50.0912,Music Pedagogy.,0
50.0913,Music Technology.,0
50.0914,Brass Instruments.,0
50.0915,Woodwind Instruments.,0
50.0916,Percussion Instruments.,0
50.0999,"Music, Other.",0
50.1001,"Arts, Entertainment,and Media Management, General.",0
50.1002,Fine and Studio Arts Management.,0
50.1003,Music Management.,0
50.1004,Theatre/Theatre Arts Management.,0
50.1099,"Arts, Entertainment, and Media Management, Other.",0
50.9999,"Visual and Performing Arts, Other.",0
51.0000,"Health Services/Allied Health/Health Sciences, General.",0
51.0001,"Health and Wellness, General.",0
51.0101,Chiropractic.,0
51.0201,"Communication Sciences and Disorders, General.",0
51.0202,Audiology/Audiologist.,0
51.0203,Speech-Language Pathology/Pathologist.,0
51.0204,Audiology/Audiologist and Speech-Language Pathology/Pathologist.,0
51.0299,"Communication Disorders Sciences and Services, Other.",0
51.0401,Dentistry.,0
51.0501,"Dental Clinical Sciences, General.",0
51.0502,Advanced General Dentistry.,0
51.0503,Oral Biology and Oral and Maxillofacial Pathology.,0
51.0504,Dental Public Health and Education.,0
51.0505,Dental Materials.,0
51.0506,Endodontics/Endodontology.,0
51.0507,Oral/Maxillofacial Surgery.,0
51.0508,Orthodontics/Orthodontology.,0
51.0509,Pediatric Dentistry/Pedodontics.,0
51.0510,Periodontics/Periodontology.,0
51.0511,Prosthodontics/Prosthodontology.,0
51.0599,"Advanced/Graduate Dentistry and Oral Sciences, Other.",0
51.0601,Dental Assisting/Assistant.,0
51.0602,Dental Hygiene/Hygienist.,0
51.0603,Dental Laboratory Technology/Technician.,0
51.0699,"Dental Services and Allied Professions, Other.",0
51.0701,Health/Health Care Administration/Management.,0
51.0702,Hospital and Health Care Facilities Administration/Management.,0
